type,status,capturing,progress_point,progress_payload,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,1,1,19,-1,,18,4,29,0,30,8,1,26,11,14,30,20,0,1,0,1,0,0,1,1,1,1,1,1,49,65,73,100,69,95,87,95,70,100,96,35,,,,,,,,,,,,,,,,,11,,,,,,,
,1,1,25,-1,,18,4,29,0,30,8,1,26,11,14,30,20,0,1,0,1,0,0,1,1,1,1,1,1,49,66,73,100,70,96,89,95,71,100,98,35,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,30,-1,,18,4,29,0,30,8,1,26,11,14,30,20,0,1,0,1,0,0,1,1,1,1,1,1,49,66,74,100,70,96,89,96,71,100,98,42,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,37,-1,,18,4,29,0,30,8,1,26,11,14,30,20,0,0,1,1,0,0,1,1,1,1,1,1,50,66,74,100,70,96,94,96,71,100,100,42,,,,,,,,,,,,,,12,,,,,,,,,,
,1,1,41,-1,,18,4,29,0,30,8,1,26,11,14,30,20,0,0,1,0,0,0,1,1,1,1,1,1,50,66,74,100,70,96,94,96,71,0,100,42,,,,,,,,,,1,,,,,,11,,,,,,,,
,1,1,46,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,0,1,0,0,0,1,1,1,1,1,1,50,66,75,100,70,97,94,97,71,0,100,42,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,50,-1,,18,4,29,0,30,8,1,26,11,14,30,20,1,0,1,0,0,0,1,1,1,1,1,1,50,66,75,100,71,97,95,97,71,1,100,42,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,56,-1,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,0,0,0,1,1,1,1,1,1,0,67,75,100,71,97,95,98,72,1,100,43,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,62,-1,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,0,0,1,1,1,1,1,1,1,0,67,76,100,71,98,95,98,72,1,100,43,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,70,-1,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,0,0,1,1,1,1,1,1,1,0,67,77,100,71,98,95,98,72,2,100,43,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,76,-1,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,0,1,1,1,1,1,1,1,1,1,67,77,100,72,98,95,99,73,2,100,43,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,81,-1,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,0,1,1,1,1,1,1,1,1,1,67,78,100,72,98,96,99,73,2,100,44,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,87,-1,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,4,67,78,100,72,99,96,100,73,2,100,44,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,93,-1,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,5,68,78,100,72,99,96,100,73,3,100,44,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,99,-1,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,6,68,79,100,73,99,96,100,73,3,100,44,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,6,68,80,100,73,100,97,100,73,3,100,44,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,6,68,80,100,73,100,97,100,74,3,100,45,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,7,68,82,100,73,100,97,100,74,4,100,45,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,7,69,82,100,74,100,97,100,74,4,100,45,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,8,71,82,100,74,100,97,100,74,5,100,45,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,8,72,83,100,74,100,98,100,74,8,100,46,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,9,72,83,100,76,100,98,100,74,9,100,47,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,11,73,88,100,79,100,98,100,75,10,100,50,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,11,75,95,100,82,100,98,100,75,13,100,60,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,1,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,13,76,96,100,83,100,99,100,75,15,100,60,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,3,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,21,80,96,100,84,100,99,100,75,17,100,60,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,3,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,21,85,96,100,84,100,99,9,75,18,100,60,,,,,,,,1,,,,,,,,,,,,,,,,
,1,0.0,100.0,5.0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,34,88,97,100,84,100,99,10,75,21,5,61,,,,,,,,,,,1,,,,,,,,,,,,,
,1,0.0,100.0,5.0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,38,91,97,100,84,100,100,15,76,25,11,61,,,,,,,,,,,,,,,,,,,,,,,,1
,1,0.0,100.0,5.0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,39,93,97,100,85,100,100,16,76,28,11,61,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,7,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,0,40,96,98,100,85,100,100,16,76,30,11,61,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,8,,26,4,29,0,30,8,1,26,11,14,30,20,0,1,1,1,1,1,1,1,1,1,1,0,40,97,98,100,90,100,100,17,76,34,11,62,,,,,,,,,,,,,7,,,,,,,,,,,
,1,0,100,9,,26,4,29,0,30,8,1,26,11,14,30,20,0,1,1,1,1,1,1,1,1,1,1,0,41,97,98,100,90,100,100,18,76,35,12,62,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,9,,26,4,29,0,30,8,1,26,11,14,30,20,0,1,1,1,1,1,1,1,1,1,1,0,41,98,100,100,94,100,100,26,76,38,16,62,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,10,,26,4,29,0,30,8,1,26,11,14,30,20,0,1,1,1,1,1,1,1,1,1,1,0,42,99,100,100,95,100,100,26,77,40,17,62,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,11,,26,4,29,0,30,8,1,26,11,14,30,20,0,1,1,1,1,1,1,1,1,1,1,0,42,100,100,100,96,100,100,26,77,41,17,62,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,12,,26,4,29,0,30,8,1,26,11,14,30,20,0,1,1,1,1,1,1,1,1,1,1,0,42,100,100,100,96,100,100,27,77,44,17,63,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,12,,26,4,29,0,30,8,1,26,11,14,30,20,0,1,1,1,1,1,1,1,1,1,1,0,43,100,3,100,98,100,0,27,79,48,18,63,,,1,,,,1,,,,,,,,,,,,,,,,,
,1,0,100,12,,26,4,29,0,30,8,1,26,11,14,30,20,0,1,1,1,1,1,1,1,1,1,1,1,43,100,3,100,99,100,0,28,79,51,18,63,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,12,,26,4,29,0,30,8,1,26,11,14,30,20,0,1,1,1,1,1,1,1,1,1,1,1,44,100,3,100,99,100,3,28,80,54,18,63,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,1,1,1,1,1,44,100,4,100,99,100,4,30,80,54,18,64,,,,,,,,,,,,,,,,,,,6,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,1,1,1,1,1,44,100,4,100,100,100,4,33,81,54,19,64,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,1,1,1,1,1,45,100,4,100,100,100,4,33,81,55,19,64,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,1,1,1,1,1,45,100,5,100,100,100,4,39,81,55,19,64,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,1,1,1,1,1,46,100,8,100,100,100,4,39,82,58,19,64,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,0,1,0,1,1,46,100,8,100,100,100,5,40,82,58,22,65,,,,,,,,,,,,,,,,,,,,3,,3,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,0,1,0,1,1,46,100,8,100,0,100,5,40,82,59,24,65,,,,,1,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,0,1,0,1,1,47,100,9,0,0,0,5,41,82,59,25,65,,,,1,,1,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,0,1,0,1,1,47,100,10,0,0,0,5,41,83,59,26,65,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,0,0,1,0,1,1,48,100,19,1,5,2,6,41,84,60,26,66,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,0,1,0,1,1,48,100,19,6,9,8,6,42,84,60,26,66,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,0,1,0,0,1,48,100,20,6,9,13,6,42,85,60,26,68,,,,,,,,,,,,,,,,,,,,,,,3,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,0,1,0,0,1,49,100,20,6,9,19,6,42,86,60,27,71,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,0,1,0,0,1,49,100,21,8,9,21,6,43,86,61,27,81,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,50,100,23,13,10,28,7,43,87,61,27,81,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,50,100,27,17,12,28,7,44,91,61,27,81,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,0,1,50,100,27,21,16,31,7,44,93,61,28,81,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,0,1,51,100,28,24,22,31,14,44,95,62,28,82,,,,,,,,,,,,,,,,,,7,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,0,1,51,100,28,24,25,32,21,45,96,62,28,82,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,0,1,52,100,30,24,25,32,25,47,100,64,28,82,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,0,1,52,100,33,24,25,32,25,47,100,65,29,82,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,1,1,52,100,34,29,25,33,25,49,100,68,29,83,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,1,1,53,100,34,34,26,33,25,49,100,72,29,83,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,13,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,1,1,53,100,35,38,26,33,29,51,100,75,29,83,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,14,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,1,1,54,100,35,42,30,33,29,55,100,78,29,83,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,15,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,1,1,54,100,35,42,30,34,30,56,100,81,30,83,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,16,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,0,1,1,1,1,1,1,54,100,40,43,30,34,30,56,100,84,30,84,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,17,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,58,100,48,46,31,34,30,57,100,85,30,85,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,17,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,61,100,55,46,32,35,30,60,100,87,30,88,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,17,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,65,100,55,46,35,35,30,61,100,87,31,95,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,17,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,69,100,56,46,37,35,31,63,100,89,31,0,,,,,,,,,,,,1,,,,,,,,,,,,
,1,0,100,17,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,72,100,68,47,39,36,31,63,100,90,31,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,17,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,78,100,70,47,39,36,31,64,100,91,31,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,17,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,78,100,72,47,41,36,31,64,100,93,32,0,,,,,,,,,,,,1,,,,,,,,,,,,
,1,0,100,17,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,79,0,72,48,43,36,32,67,100,93,32,0,,1,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,18,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,79,1,73,48,44,37,32,67,100,94,33,0,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,19,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,79,2,73,48,46,37,32,68,100,94,33,0,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,20,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,80,4,77,48,47,37,32,70,0,94,33,0,,,,,,,,,1,,,,,,,,,,,,,,,
,1,0,100,20,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,80,4,80,48,50,38,33,70,1,98,36,2,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,20,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,81,5,82,49,51,38,36,73,3,100,37,3,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,21,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,81,7,82,52,51,38,39,78,4,100,42,7,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,22,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,81,8,83,53,51,39,41,82,4,100,43,10,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,23,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,82,9,83,53,52,39,44,85,5,100,44,11,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,23,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,82,10,87,56,58,39,46,86,6,100,44,11,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,23,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,87,12,87,60,60,39,51,99,8,100,44,11,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,24,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,88,14,88,60,62,40,51,100,9,100,48,11,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,25,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,89,15,88,64,62,40,51,100,10,100,50,13,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,25,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,0,1,1,1,1,1,1,1,90,18,88,65,62,40,51,100,10,100,51,19,,,,,,,,,,,,,,,,,12,,,,,,,
,1,0,100,26,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,0,1,0,1,1,1,1,1,1,1,90,20,89,66,62,42,56,100,11,100,53,19,,,,,,,,,,,,,,,9,,,,,,,,,
,1,0,100,27,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,0,1,0,1,1,1,1,1,1,1,94,21,89,66,63,44,57,100,11,100,54,19,,,,,,,,,,,,,,,,,,,,,,,,
,1,0.0,100.0,29.0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,0,1,0,1,1,1,1,1,1,1,96,22,89,66,63,48,57,100,12,100,54,20,,,,,,,,,,,,,,,,,,,,,,,,
,1,0.0,100.0,29.0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,0,1,0,1,1,1,1,1,1,1,97,23,90,66,63,50,57,100,14,100,58,26,,,,,,,,,,,,,,,,,,,,,,,,
,1,0.0,100.0,29.0,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,0,1,0,1,1,1,1,1,1,1,97,24,90,67,63,53,57,100,16,100,61,34,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,31,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,0,1,0,1,1,1,1,1,1,1,98,26,90,67,64,53,58,100,17,100,63,34,,,,,,,,,,,,,,11,,,,,,,,,,
,1,0,100,32,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,0,1,0,1,1,1,1,1,1,1,98,26,91,70,64,55,58,100,17,100,65,34,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,33,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,0,1,0,1,1,1,1,1,1,1,99,27,91,71,64,56,58,100,17,0,67,34,,,,,,,,,,1,,,,,,,,,,,,,,
,1,0,100,34,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,0,1,0,1,1,1,1,1,1,1,99,27,91,74,64,56,58,100,17,0,68,35,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,35,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,0,1,1,1,1,1,1,1,1,1,100,27,92,74,65,58,58,100,17,1,68,35,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,35,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,1,1,1,1,1,1,1,1,1,100,27,92,74,65,67,59,100,17,2,73,35,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,36,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,1,1,1,1,1,1,1,1,1,100,27,92,75,65,67,59,100,19,3,75,37,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,37,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,1,1,1,1,1,1,1,1,1,100,28,93,80,65,67,59,100,19,5,76,37,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,37,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,1,1,1,1,1,1,1,1,1,100,28,93,80,66,67,59,100,20,7,76,38,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,37,,26,4,29,0,30,8,1,26,11,14,30,20,1,0,1,1,1,1,1,1,1,1,1,1,0,28,93,82,66,68,60,100,20,10,77,39,1,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,37,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,0,28,94,84,66,68,60,100,21,12,77,39,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,37,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,1,28,94,84,66,68,60,100,21,14,77,41,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,38,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,1,28,95,84,66,69,60,100,21,17,79,42,,,,,,,,,,,,,,,,8,,,,,,,,
,1,0,100,39,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,2,29,97,84,67,69,61,100,21,17,81,42,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,40,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,2,29,100,85,67,73,61,100,21,18,82,42,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,41,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,2,29,100,85,67,75,61,100,21,19,83,43,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,42,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,3,29,100,85,67,75,61,100,22,22,83,43,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,43,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,3,29,100,85,68,75,61,100,22,24,83,43,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,43,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,4,29,100,86,69,80,62,100,23,26,84,43,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,43,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,4,30,100,86,69,81,62,100,24,28,85,44,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,44,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,4,32,100,86,70,81,62,100,24,30,87,44,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,45,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,0,1,1,1,1,1,1,1,1,5,35,100,86,72,81,62,100,25,31,89,44,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,46,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,0,1,1,1,1,5,36,100,86,77,82,63,100,25,32,90,44,,,,,,,,,,,,,,,,,,,,5,,,,
,1,0,100,46,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,0,1,1,1,1,6,36,100,87,77,82,63,100,25,33,91,44,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,48,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,0,1,1,1,1,6,37,100,87,77,82,63,100,25,33,91,45,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,49,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,0,1,1,1,1,6,37,100,87,80,88,63,100,25,34,95,45,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,49,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,7,39,100,87,81,88,63,100,25,36,95,45,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,50,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,7,41,100,88,81,88,64,100,26,40,95,51,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,51,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,8,41,100,88,81,88,64,100,26,41,95,51,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,52,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,8,41,100,88,88,89,64,100,26,45,96,51,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,53,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,8,42,100,88,88,89,64,100,27,48,96,52,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,53,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,9,42,0,89,88,91,65,100,28,50,96,52,,,1,,,,,,,,,,,,,,,,,,,,,
,1,0,100,53,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,9,42,1,89,88,91,65,100,32,50,97,52,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,54,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,10,42,1,89,88,92,65,100,35,50,99,52,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,100,55,,26,4,29,0,30,8,1,26,11,14,30,20,1,1,1,1,1,1,1,1,1,1,1,1,15,42,1,89,89,94,66,100,39,51,100,61,,,,,,,,,,,,,,,,,,,,,,,,
