type,map,status,progress_1,progress_2,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,c,1,29,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,1,0,0,0,0,0,100,0,100,7,79,92,82,69,100,61,100,12,,1,,,,,,,,,,,,,,,,,,,5,,,6
,c,1,29,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,1,0,0,0,0,0,100,0,1,8,80,93,84,70,100,61,100,12,,,1,,,,,,,,,,,,,,,,,,,,,
,c,1,30,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,1,0,0,0,0,0,100,0,2,8,81,98,91,70,100,61,100,12,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,31,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,1,0,0,0,0,0,100,0,4,8,82,98,91,70,100,62,100,13,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,32,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,1,0,0,0,0,0,100,0,6,9,83,99,91,70,100,62,100,13,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,33,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,1,0,0,0,0,0,100,1,6,9,83,99,91,70,100,63,100,13,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,34,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,1,0,0,0,0,0,100,1,7,10,84,99,94,70,100,63,100,13,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,35,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,1,0,0,0,0,0,100,1,7,10,85,100,95,71,100,63,100,14,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,35,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,0,0,0,0,100,1,7,10,85,100,95,71,100,64,100,14,,,,,,,,,,,,,,,,,,,6,,,,,
,c,1,36,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,1,1,1,0,100,2,8,11,86,100,95,71,100,64,100,14,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,37,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,2,8,11,86,100,96,71,100,64,100,14,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,38,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,2,8,12,87,100,96,71,100,65,100,15,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,39,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,2,8,12,88,100,96,71,100,65,100,15,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,39,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,3,8,12,90,100,97,72,100,65,100,15,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,40,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,3,9,13,90,100,97,72,100,66,100,15,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,41,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,3,9,13,92,100,97,72,100,74,100,18,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,42,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,3,10,14,92,100,97,73,100,86,100,18,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,43,0,,5,30,15,26,11,19,8,11,29,23,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,4,13,14,93,100,98,73,100,90,100,25,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,44,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,4,16,14,96,100,0,73,100,90,100,28,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,44,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,4,18,15,100,100,0,74,100,91,100,28,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,45,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,4,20,19,100,100,0,74,100,91,100,31,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,46,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,5,21,19,100,100,3,74,100,91,100,31,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,47,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,5,22,20,100,100,7,74,100,92,100,34,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,48,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,5,23,31,100,100,11,75,100,92,100,35,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,49,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1.0,1,1,100,6,25,31,100,100,17,75,100,92,100,35,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,49,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1.0,0,1,100,6,26,32,100,4,18,75,100,93,100,35,,,,,,1,,,,,,,,,,,,,,,,,6,
,c,1,50,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,0,1,100,7,27,35,100,5,20,78,100,93,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,51,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,0,0,1,100,7,29,36,100,5,21,81,100,93,100,36,,,,,,,,,,,,,,,,,,,,,,1,,
,c,1,52,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,0,0,1,100,7,31,46,100,5,21,84,100,94,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,53,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,0,0,1,100,7,33,47,100,6,21,85,100,94,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,54,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,0,0,1,100,8,34,48,100,6,22,86,100,95,100,40,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,54,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,0,0,1,100,8,36,48,100,6,22,87,100,95,100,41,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,55,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,0,0,1,100,10,37,49,100,7,23,87,100,95,100,41,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,56,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,0,0,1,100,12,38,49,100,7,23,87,100,96,100,41,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,57,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,12,39,49,100,7,23,88,100,96,100,45,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,58,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0,1,1,1,1,100,15,41,50,100,14,24,89,100,96,100,45,,,,,,,,,,,,,,,,,,,,2,,,,
,c,1,59,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0,1,1,1,1,100,15,41,50,100,14,24,89,100,97,100,50,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,59,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0,1,1,1,1,100,15,41,51,100,15,25,89,100,97,100,54,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,60,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0,1,1,1,1,100,15,42,51,100,15,25,89,100,97,100,54,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,61,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0,1,1,1,1,100,16,43,55,100,15,26,89,100,98,100,54,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,62,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0,1,1,1,1,100,17,44,57,100,16,27,90,100,98,100,56,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,63,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0,1,1,1,1,100,21,45,58,100,16,27,90,100,98,100,57,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,64,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0.0,1,1,1,1,100,24,46,58,100,16,27,90,100,99,100,60,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,64,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0.0,1,1,1,1,100,25,47,59,100,17,33,90,15,99,100,61,,,,,,,,,1,,,,,,,,,,,,,,,
,c,1,65,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,0,1,1,1,1,100,25,47,59,100,17,33,90,16,100,100,62,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,66,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,25,48,60,100,17,37,90,22,100,100,65,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,67,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,30,50,60,100,18,38,91,26,100,100,71,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,68,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,1,1,1,1,1,1,1,1,1,1,100,30,51,60,100,18,39,91,26,100,100,72,,,,,,,,,,,,,,12,,,,,,,,,,
,c,1,69,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,1,1,1,1,1,1,1,1,1,1,100,30,51,61,100,18,43,92,27,100,100,74,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,69,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,1,1,1,1,1,1,1,1,1,1,100,31,54,61,100,24,46,93,34,100,100,75,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,70,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,1,1,1,1,1,1,1,1,1,1,100,31,55,62,100,29,46,93,34,100,100,76,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,71,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,1,1,1,1,1,1,1,1.0,1,1,100,31,58,62,100,30,56,93,39,100,100,83,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,72,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,1,1,1,1,1,1,1,1.0,1,1,100,31,61,64,100,35,56,93,44,100,100,88,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,73,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,1,1,1,1,1,1,1,1,1,1,100,31,64,64,100,35,57,94,47,100,100,91,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,74,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,0,1,1,1,1,1,1,1.0,1,1,0,32,64,65,0,35,57,97,47,0,100,91,1,,,,1,,,,,1,,,,,9,,,,,,,,,
,c,1,74,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,0,1,1,1,1,1,1,1.0,1,1,8,32,64,67,0,36,61,100,47,0,100,92,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,75,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,0,0,1,1,1,1,1,1,1,1,1,11,32,65,68,2,36,63,100,48,0,100,92,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,76,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,0,1,1,1,1,1,1,1,1,1,11,32,65,68,3,36,63,100,50,1,100,92,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,77,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,0,1,1,1,1,1,1,1.0,1,1,11,33,65,69,7,37,64,100,51,1,100,92,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,78,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,0,1,1,1,1,1,1,1.0,1,1,12,33,65,79,13,37,64,100,53,1,0,93,,,,,,,,,,,1,,,,,,,,,,,,,
,c,1,79,0,,5,30,15,26,11,19,26,11,29,23,0,30,1,1,0,1,1,1,1,1,1,1,1,1,12,33,65,79,17,37,65,100,56,2,1,93,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,80,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,1,0,1,1,1,1,1,1,1,1,1,27,33,66,81,19,38,68,100,57,0,3,93,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,80,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,1,0,1,1,1,1,1,1,1,1,1,27,34,66,82,20,38,69,100,58,0,4,93,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,81,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,1,1,1,31,34,66,82,23,51,70,100,60,0,9,98,,,,,,,,,,,,,12,,,,,,,,,,,
,c,1,82,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,1,1,1,32,34,66,84,25,55,74,100,60,0,9,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,83,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,1,1,0,1,1,1,1,1,32,34,66,85,28,60,74,100,60,0,9,100,,,,,,,,,,,,,,,,,,,5,,,,,
,c,1,84,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,0,1,0,1,1,1,1,1,32,35,67,86,28,60,74,100,61,1,11,100,,,,,,,,,,,,,,,,,12,,,,,,,
,c,1,85,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,0,1,0,1,1,1,1,1,32,35,67,87,28,60,75,100,61,1,17,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,85,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,0,1,0.0,1,1,1,1,1,33,35,67,87,29,61,75,100,61,1,21,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,86,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,0,0,0.0,1,1,1,1,1,33,35,67,88,29,61,75,100,62,1,25,100,,,,,,,,,,,,,,,,,,12,,,,,,
,c,1,87,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,0,0,0,1,1,1,1,1,33,36,67,88,29,61,76,100,62,2,25,0,,,,,,,,,,,,1,,,,,,,,,,,,
,c,1,88,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,0,0,0,1,1,1,1,1,34,36,68,88,29,62,76,100,62,2,25,0,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,89,0,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,0,0,0,1,1,1,1,1,34,36,68,89,29,62,77,100,63,2,25,0,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,90,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,1,1,1,0,0,0,1,1,1,1,1,34,36,69,89,29,62,77,100,63,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,90,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,1,1,1,0,0,1,1,1,1,1,1,35,36,70,90,30,63,77,100,63,4,26,11,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,91,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,1,1,1,1,0,1,1,1,1,1,1,35,38,73,91,30,63,78,100,67,5,26,13,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,92,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,1,1,0,1,1,1,1,1,1,35,40,74,95,30,63,78,100,68,5,26,17,,,,,,,,,,,,,,8,,,,,,,,,,
,c,1,93,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,1,1,0,1,1,1,1,1,1,35,40,75,97,30,64,79,100,69,5,29,19,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,94,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,1,1,0,1,1,1,1,1,1,36,41,77,99,30,64,79,100,69,7,31,19,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,95,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,1,1,1,1,1,1,1,1,1,36,41,78,100,30,64,79,100,69,8,31,20,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,95,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,1,1,1,1,1,1,1,1,1,36,41,78,100,31,65,80,100,71,11,33,20,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,96,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,0,1,1,1,1,1,1,1,1,37,41,78,0,31,65,80,100,71,11,33,21,,,,1,,,,,,,,,,,,9,,,,,,,,
,c,1,97,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,0,1,1,1,1,1,1,1,1,37,42,78,0,31,65,81,100,71,12,34,21,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,0,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,0,1,1,1,1,1,1,1,1,37,42,80,1,31,66,81,100,72,12,34,23,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,1,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,0,1,1,1,1,1,1,1,1,38,42,80,1,32,66,81,100,72,12,34,23,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,2,,5,30,15,26,11,19,26,11,29,18,0,30,1,0,1,0,1,1,1,1,1,1,1,1,38,42,81,1,32,66,82,100,72,16,34,24,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,3,,5,30,15,26,11,19,26,11,29,18,0,30,1,1,1,0,1,1,1,1,1,1,1,1,49,43,83,2,32,67,82,100,76,19,35,27,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,3,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,1,1,1,1,1,50,43,86,2,33,72,83,100,78,19,35,30,,,,,,,,,,,,,12,,,,,,,,,,,
,c,2,97,4,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,1,1,1,1,1,50,43,91,3,35,91,83,100,79,23,35,32,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,5,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,1,1,1,1,1,51,43,93,3,35,96,83,100,79,23,35,32,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,6,,5,30,15,26,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,1,1,1,51,44,94,0,37,100,84,100,79,27,35,32,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,7,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,1,1,0,51,44,96,0,39,100,84,100,90,31,36,32,,,,,,,,,,,,,,,,,,,,,,,,6
,c,2,97,8,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,1,1,0,52,44,98,0,41,100,85,100,93,39,37,33,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,8,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,1,1,0,52,44,100,0,43,100,85,100,98,40,38,33,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,9,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,1,1,0,52,44,100,1,45,100,85,100,99,41,40,33,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,10,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,1,1,0,52,45,100,1,47,100,86,100,100,41,41,33,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,11,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,1,1,0,53,45,100,1,48,100,86,100,100,42,41,34,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,12,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,0,53,45,100,2,51,100,87,100,100,44,41,34,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,13,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,53,45,100,2,52,100,87,100,100,45,44,34,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,13,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,54,46,100,2,53,100,87,100,100,45,48,34,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,14,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,54,46,100,2,54,100,88,100,100,45,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,15,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,54,47,100,3,54,100,88,100,100,46,49,35,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,16,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,55,49,100,7,55,100,89,100,100,46,49,35,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,17,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,55,49,100,13,57,100,89,100,100,46,49,35,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,18,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,55,49,100,15,59,100,91,100,100,48,50,35,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,18,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,0,1,1,1,1,55,52,100,16,59,0,98,100,1,50,58,36,,,,,,1,,,1,,,,,,,,,,,6,,,,
,c,2,97,19,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,0,1,1,1,0,1,1,1,1,56,55,0,16,60,0,99,100,2,50,59,36,,,1,,,,,,,,,,,,,11,,,,,,,,
,c,2,97,20,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,0,1,1,1,0,1,1,1,1,56,55,0,16,60,5,100,100,9,50,59,36,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,21,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,0,1,1,1,0,1,1,1,1,56,55,2,16,62,10,100,100,9,50,60,36,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,22,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,0,1,1,1,1,57,58,2,17,62,11,100,100,10,54,60,37,,,,,,,,,,,,,10,,,,,,,,,,,
,c,2,97,23,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,0,1,1,1,1,57,62,6,17,62,11,100,100,12,58,60,37,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,23,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,0,1,1,1,1,57,64,9,17,63,11,100,100,14,62,60,37,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,24,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,0,1,0,1,1,57,65,14,18,63,15,100,100,14,62,61,37,,,,,,,,,,,,,,,,,,,,,,6,,
,c,2,97,25,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,0,1,0,1,1,58,65,14,18,63,16,100,100,14,62,61,38,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,26,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,1,1,0,1,1,58,65,15,18,63,16,100,100,15,62,61,38,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,27,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,0,1,1,1,1,1,0,1,1,58,65,15,19,63,23,100,100,15,63,61,38,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,28,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,0,1,1,59,65,15,19,63,23,100,100,16,63,65,40,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,28,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,0,1,1,59,67,16,19,64,23,100,100,19,63,65,43,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,29,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,0,1,1,59,68,18,19,65,24,100,100,21,63,66,46,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,30,,5,30,15,12,11,19,26,11,29,18,0,30,0,1,1,1,1,1,1,1,1,0,1,1,60,68,18,20,68,24,100,100,21,64,72,50,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,31,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,0,1,1,60,68,18,20,70,24,100,100,21,64,76,55,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,32,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,0,1,1,1,1,1,1,0,1,1,60,73,18,20,71,30,100,100,21,64,76,56,,,,,,,,,,,,,,,12,,,,,,,,,
,c,2,97,33,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,0,1,1,1,1,1,1,1,1,1,60,76,19,21,72,30,100,100,25,64,80,56,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,33,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,0,1,1,1,1,1,1,1,1,1,61,76,19,21,72,30,100,100,26,65,80,61,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,34,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,0,1,1,1,1,1,1,1,1,1,61,76,19,21,73,35,100,100,33,65,87,64,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,35,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,0,1,1,1,1,1,1,1,1,1,61,77,19,22,76,41,100,100,36,65,90,64,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,36,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,0,1,1,1,1,1,1,1,1,1,62,77,19,22,79,44,100,100,39,65,90,64,,,,,,,,,,,,,,9,,,,,,,,,,
,c,2,97,37,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,0,1,1,1,1,1,1,1,0,1,62,78,20,22,79,45,100,100,39,66,91,65,,,,,,,,,,,,,,,,,,,,,,,6,
